Technology
EN-DC
EN-DC
EN-DC
EN-DC
LTE
Mixed
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
EN-DC
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
UMTS
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
Mixed
EN-DC
EN-DC
LTE
Mixed
Mixed
LTE
LTE
Mixed
EN-DC
EN-DC
LTE
Mixed
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
Mixed
LTE
EN-DC
LTE
EN-DC
Mixed
EN-DC
EN-DC
EN-DC
LTE
EN-DC
LTE
EN-DC
LTE
Mixed
LTE
EN-DC
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
EN-DC
LTE
EN-DC
EN-DC
EN-DC
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
EN-DC
EN-DC
Mixed
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
Mixed
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
Mixed
EN-DC
EN-DC
LTE
Mixed
LTE
EN-DC
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
Mixed
LTE
Mixed
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
EN-DC
EN-DC
EN-DC
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
Mixed
LTE
LTE
EN-DC
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
Mixed
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
Mixed
Mixed
EN-DC
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
EN-DC
Mixed
EN-DC
EN-DC
EN-DC
EN-DC
EN-DC
EN-DC
EN-DC
EN-DC
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
EN-DC
LTE
LTE
LTE
Mixed
Mixed
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
Mixed
EN-DC
LTE
Mixed
LTE
LTE
Mixed
Mixed
LTE
Mixed
LTE
EN-DC
LTE
LTE
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
LTE
Mixed
EN-DC
EN-DC
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
EN-DC
LTE
LTE
Mixed
LTE
EN-DC
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
Mixed
EN-DC
Mixed
EN-DC
EN-DC
EN-DC
LTE
EN-DC
Mixed
EN-DC
LTE
Mixed
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
LTE
Mixed
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
EN-DC
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
EN-DC
LTE
UMTS
Mixed
EN-DC
Mixed
EN-DC
LTE
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
EN-DC
EN-DC
EN-DC
EN-DC
LTE
EN-DC
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
Mixed
EN-DC
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
UMTS
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
EN-DC
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
Mixed
LTE
EN-DC
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
LTE
LTE
LTE
Mixed
LTE
LTE
LTE
LTE
LTE
LTE
LTE
LTE
EN-DC
Mixed
Mixed
EN-DC
EN-DC
Mixed
LTE
Mixed
Mixed
EN-DC
LTE
LTE
Mixed
