resets.sent.a2b,ack.pkts.sent.a2b,pure.acks.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,avg.win.adv.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.a2b,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.b2a,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.b2a,abs.downlinkdelay.min,abs.downlinkdelay.25.,abs.downlinkdelay.50.,abs.downlinkdelay.max,abs.uplinkdelay.min,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.75.,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.avg,abs.cwin.75.,abs.cwin.max,abs.rwin.25.,abs.rwin.50.,abs.rwin.75.,abs.rwin.max,abs.winratio.min,abs.winratio.25.,abs.winratio.50.,abs.winratio.avg,abs.winratio.75.,abs.winratio.max,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.50.,abs.idletime.avg,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.25.,abs.segmentsizes.50.,abs.segmentsizes.max,abs.packetlost.sum,abs.instanttp.min,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.max,transfer.datarate
40.0,12199.0,29.0,0.0,2415.0,0.0,14649410.0,284.0,65236.0,232.0,8.0,231.0,41940992.0,1638400.0,36404957.0,1739276.0,5.0,5.0,1035862.0,4.0,19432.0,7.0,460.0,0.0,7.419,344.1,155.0,22.3,38.3,33.4,0.0,28.6,1.0,22.3,28.6,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,44.7,0.5,2.5,0.8,1.0,0.3,0.8,0.8,126.0,0.0,0.3,0.3,0.0,4939.0,62.0,2.0,0.6,893.7,503.58,304.76,5.0,0.0,2900.0,3.0,82.0,273.0,3235.0,-1113.0,-2.0,15.0,-67.6018705763397,18.0,34.0,802.0,5.0,87.0,287.5,434.451914888674,755.0,3248.0,0.0,2582596.0,4768706.0,5393561.23205258,6244709.0,15662564.0,35363840.0,40376320.0,41896960.0,41940992.0,0.0270753729430148,0.0675053239005915,0.141523337775942,0.160369956696512,0.204588389325651,2.19950906586366,0.0,1786109.0,4316213.5,6032234.70993428,11907432.0,16102075.0,0.0,0.47108639322492,0.0,203.000000001339,0.0,1912.0,4164.0,65236.0,390.0,8e-05,186.0,307.0,188.9421328416,17716.7551964566,114339.386
241.0,27325.0,8.0,0.0,0.0,0.0,0.0,48.0,65236.0,232.0,1.0,231.0,41937920.0,1638400.0,40114037.0,1700272.0,5.0,5.0,180228.0,1.0,18044.0,5.0,460.0,0.0,7.276,76.8,160.0,20.1,40.2,28.9,9.8,24.6,2.0,20.9,40.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.9,0.4,0.8,0.6,1.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,19027.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,28.0,40.0,197.0,-114.0,12.0,15.0,13.7895966894659,17.0,45.0,52.0,0.0,42.0,54.0,59.2365823193187,70.0,179.0,0.0,3955376.0,4843784.0,4799023.20253436,5300964.0,7422856.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0736531520876572,0.0943150256378952,0.115498908863387,0.118292992262289,0.126400260194115,0.334933902687238,0.0,1811962.0,2526112.0,2734773.09138275,3421150.0,7919187.0,0.0,0.156782023242808,0.0,72.0000000001164,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,8299364284.13109,59382848000000.0,512142.493
167.0,37133.0,11.0,0.0,0.0,0.0,0.0,26.0,65236.0,232.0,3.0,231.0,41086976.0,1638400.0,39829023.0,1589582.0,5.0,5.0,218137.0,1.0,33312.0,11.0,460.0,0.0,7.372,46.6,155.0,21.5,30.6,29.8,0.0,28.9,1.0,23.4,28.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.7,0.3,0.7,1.1,1.0,0.3,1.1,1.1,0.0,0.0,0.0,0.0,0.0,28706.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,47.0,64.0,135.0,-47.0,13.0,15.0,14.6129891756869,17.0,39.0,83.0,0.0,62.0,79.0,81.7288998505211,100.0,152.0,0.0,6296292.0,9935999.0,9380408.88197714,12223355.0,14050889.0,41085952.0,41086976.0,41086976.0,41086976.0,0.130105024034867,0.153687971584962,0.242526667022344,0.231982288050617,0.299105755556213,0.378042610054826,0.0,4039784.0,6327594.0,6509815.13432745,8887455.0,13208993.0,0.0,0.112135525479142,0.0,27.9999999984284,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,2650509636.42359,58359784000000.0,744540.038
92.0,10462.0,8.0,0.0,296.0,0.0,831339.0,381.0,26624.0,232.0,4.0,231.0,16063488.0,1638400.0,12657917.0,1748998.0,5.0,5.0,55694.0,30.0,68012.0,24.0,460.0,0.0,8.011,228.9,145.0,18.5,49.4,46.8,16.8,48.2,2.0,18.5,48.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,59.7,0.8,2.3,1.1,1.0,0.7,1.1,1.1,59.0,0.0,0.5,0.4,0.1,5386.0,43.0,1.0,0.0,55.4,7.24,3.36,5.0,0.0,427.0,3.0,12.0,22.0,1627.0,-1593.0,9.0,13.0,-15.903961352657,16.0,69.0,50.0,0.0,26.0,35.0,64.5468714512045,55.0,1606.0,0.0,392936.0,480248.0,528964.539259259,676716.0,1466070.0,14397440.0,15723520.0,15723520.0,16063488.0,0.0,0.0275325118039726,0.0328071576847932,0.0411678696755291,0.046354505861283,0.459345923114594,0.0,93252.0,198932.0,248817.6368438,341996.0,1714074.0,0.0,0.52138624065992,0.0,227.999999995518,0.0,1388.0,2776.0,26624.0,78.0,0.0004,44.0,113.0,1847447721.9266,7069504000000.0,52065.293
40.0,9496.0,6.0,0.0,50.0,0.0,86056.0,43.0,33312.0,232.0,5.0,231.0,16558080.0,1638400.0,13365871.0,1508449.0,5.0,5.0,54049.0,11.0,80504.0,21.0,460.0,0.0,7.563,232.1,150.0,19.8,29.4,26.9,0.0,24.5,1.0,20.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,43.1,0.6,1.1,0.6,1.0,0.3,0.6,0.6,12.0,0.0,0.0,0.0,0.0,7669.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,51.0,3.0,34.0,47.0,567.0,-510.0,10.0,13.0,3.35153783183253,16.0,43.0,62.0,0.0,45.0,58.0,72.068548328711,74.0,572.0,0.0,317264.0,561438.0,647538.807741785,913716.0,1972552.0,16351232.0,16558080.0,16558080.0,16558080.0,0.0155007706207483,0.0251220501854905,0.0352929204352195,0.0471683461183246,0.0574572655766852,0.363277882543103,0.0,173423.0,320444.0,477088.967372237,615099.25,2424964.0,0.0,0.443950646160863,0.0,184.000000001106,0.0,1388.0,2776.0,33312.0,20.0,0.00016,11.0,6.0,720937981.571869,1166232000000.0,58843.077
62.0,33434.0,30.0,0.0,0.0,0.0,0.0,15.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40820692.0,1588299.0,5.0,5.0,236902.0,0.0,38864.0,10.0,460.0,0.0,7.334,58.2,155.0,19.6,32.2,28.6,0.0,32.2,1.0,27.8,32.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.4,0.8,0.7,1.0,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,25846.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,43.0,51.0,158.0,-64.0,7.0,9.0,8.88821716652914,11.0,50.0,62.0,0.0,52.0,60.0,63.9460844831858,74.0,178.0,0.0,5003709.0,7364829.0,7371031.90118384,8526048.0,13084666.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0788666199945062,0.119312283489501,0.176450429587352,0.178332985743978,0.216945288463886,0.312000833613112,0.0,3327282.5,4760314.0,5197275.42310089,6528090.5,12691784.0,0.0,0.123993802835958,0.0,34.9999999962165,1.0,2776.0,7694.0,65236.0,0.0,0.00016,0.0,0.0,2991395246.79344,59212656000000.0,717785.342
143.0,23939.0,5.0,0.0,482.0,0.0,3905305.0,104.0,65236.0,232.0,4.0,231.0,41943040.0,1638400.0,40185057.0,1516858.0,5.0,5.0,195058.0,0.0,41640.0,12.0,460.0,0.0,7.283,195.5,160.0,17.9,45.8,35.8,0.0,45.8,1.0,42.3,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,0.4,0.8,0.9,1.0,0.3,0.9,0.9,38.0,0.0,5.5,5.0,0.0,16632.0,28.0,2.0,0.0,1.8,0.26,0.1,5.0,0.0,574.0,3.0,25.0,37.0,321.0,-285.0,10.0,12.0,10.635379329098,15.0,42.0,60.0,0.0,37.0,50.0,63.8753005593242,73.0,344.0,0.0,3885149.0,4177463.0,4544824.1069142,4708080.0,7405072.0,41937920.0,41937920.0,41939968.0,41943040.0,0.0496758128189321,0.0939919767122451,0.0999976488484031,0.112775278725197,0.116345970424857,0.304065955770928,0.0,1650180.0,2292007.0,2648487.16718167,3073772.0,10220491.0,0.0,0.180732720261088,0.0,194.999999999709,0.0,2776.0,7030.5,65236.0,136.0,8e-05,43.0,79.0,6457879688.35742,32655072000000.0,458827.919
209.0,18798.0,5.0,0.0,0.0,0.0,0.0,3.0,65236.0,232.0,8.0,231.0,41830400.0,1638400.0,39290086.0,1691783.0,5.0,5.0,110637.0,5.0,47192.0,17.0,460.0,0.0,7.297,137.5,155.0,28.7,44.8,42.5,0.0,44.8,1.0,30.6,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.4,0.6,0.7,1.0,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,10999.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,26.0,39.0,427.0,-370.0,16.0,19.0,12.867642168274,22.0,75.0,51.0,0.0,46.0,58.0,76.2356419501066,73.0,368.0,0.0,2589418.0,2711652.0,3237458.221716,2896204.0,7411116.0,41830400.0,41830400.0,41830400.0,41830400.0,0.0375353809669523,0.0619027788402693,0.0655316468405753,0.0838436739471173,0.0699675116661567,0.29284725189209,0.0,858755.5,1338810.5,1749870.25277685,1754374.0,9951408.0,0.0,0.244504306761081,0.0,44.9999999982538,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,2066731653.91771,20767280000000.0,275077.254
41.0,26345.0,7.0,0.0,375.0,0.0,4265298.0,483.0,65236.0,232.0,7.0,231.0,41942016.0,1638400.0,40204747.0,1630270.0,5.0,5.0,1373814.0,1.0,58296.0,14.0,460.0,0.0,7.264,361.7,160.0,17.9,24.5,24.0,0.0,24.5,1.0,17.9,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.4,1.3,0.7,1.0,0.3,0.7,0.7,59.0,0.0,0.0,0.0,0.0,25942.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,972.0,3.0,51.0,121.0,593.0,-424.0,10.0,13.0,4.44478051807042,15.0,40.0,160.0,0.0,63.0,124.0,126.446004175758,173.0,602.0,0.0,7415498.0,11384967.0,15503040.7603149,22049402.0,41422504.0,41937920.0,41939968.0,41942016.0,41942016.0,0.0987837021960078,0.221116028375937,0.271458647750995,0.375836198820042,0.525711544242413,0.990830942597854,0.0,4444685.25,9462540.0,11621242.288293,18391068.5,40269916.0,0.0,0.141522055259313,0.0,295.99999999482,0.0,2776.0,8328.0,65236.0,241.0,0.00016,77.0,31.0,6836778217.56664,58768936000000.0,723098.851
13.0,24830.0,5.0,0.0,23.0,0.0,230408.0,51.0,65236.0,232.0,4.0,231.0,41942016.0,1638400.0,40398656.0,1659822.0,5.0,5.0,234265.0,1.0,45804.0,11.0,460.0,0.0,7.283,201.6,160.0,18.3,26.8,23.4,0.0,26.8,1.0,23.4,26.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.5,0.4,1.1,0.8,1.0,0.3,0.8,0.8,9.0,0.0,0.0,0.0,0.0,19262.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0,3.0,24.0,36.0,288.0,-177.0,9.0,12.0,10.5635559587255,14.0,44.0,52.0,0.0,36.0,48.0,57.9860756049953,66.0,301.0,0.0,4555489.0,4734472.0,4984888.11379975,5104295.0,7390826.0,41939968.0,41942016.0,41942016.0,41942016.0,0.0938619879406846,0.108613973157609,0.1130464324519,0.122780794828916,0.121704790046573,0.288295694364307,0.0,1859891.0,2660024.0,2823488.20839097,3498725.5,8739404.0,0.0,0.165804871411111,0.0,197.999999996682,0.0,2776.0,7080.0,397476.0,3.0,0.00016,2.0,5.0,9427719413.39795,46298224000000.0,558353.99
79.0,17501.0,23.0,0.0,73.0,0.0,527272.0,75.0,65236.0,232.0,4.0,231.0,37646336.0,1638400.0,35670771.0,1703174.0,5.0,5.0,140373.333333333,3.0,27760.0,7.0,460.0,0.0,7.239,200.0,160.0,20.5,24.8,24.5,0.0,24.3,1.0,23.7,24.3,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,0.4,0.9,0.7,1.0,0.4,0.7,0.7,11.0,0.0,0.0,0.0,0.0,12987.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,129.0,3.0,37.0,67.0,620.0,-500.0,10.0,13.0,9.11235070219189,15.0,34.0,143.0,0.0,50.0,79.0,110.146529991383,154.0,628.0,0.0,3218239.0,4087949.0,4429702.90504003,5810921.0,7415194.0,37644288.0,37644288.0,37644288.0,37646336.0,0.0394068019031201,0.0856675446635021,0.10858823020652,0.125753223550788,0.154655256064346,0.300714755493655,0.0,1550281.25,2473104.5,3091790.46315133,4764112.75,18344640.0,0.0,0.238654634946712,0.0,175.00000000291,0.0,2776.0,6484.0,65236.0,19.0,0.00016,7.0,11.0,1557623246.8694,11867528000000.0,280943.827
87.0,22775.0,5.0,0.0,58.0,0.0,190056.0,60.0,65236.0,232.0,2.0,231.0,38904832.0,1638400.0,35734463.0,1779851.0,5.0,5.0,184743.0,5.0,16656.0,5.0,460.0,0.0,7.364,235.5,155.0,23.2,33.4,33.0,0.0,33.0,1.0,28.2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.4,0.6,0.7,1.0,0.3,0.7,0.7,4.0,0.0,0.0,0.0,0.0,15104.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,91.0,3.0,20.0,31.0,999.0,-722.0,13.0,15.0,10.9712719762762,18.0,43.0,47.0,0.0,36.0,47.0,61.9110255842225,64.0,1017.0,0.0,2973520.0,4178715.0,3896341.93605698,4574362.0,5527957.0,38091776.0,38904832.0,38904832.0,38904832.0,0.065103546233058,0.0850858834193141,0.108335925984721,0.109206084053833,0.117578248377991,0.399313618414148,0.0,1098923.25,1731126.5,1889202.15063016,2507711.0,13400433.0,0.0,0.195964731114413,0.0,174.999999995634,1.0,2776.0,5968.0,65236.0,43.0,8e-05,16.0,2.0,3600333672.20004,44223656000000.0,417421.287
56.0,15307.0,24.0,0.0,0.0,0.0,0.0,6.0,65236.0,232.0,4.0,231.0,40395776.0,1638400.0,37210951.0,1726828.0,5.0,5.0,141476.0,10.0,13880.0,5.0,460.0,0.0,7.323,136.8,155.0,23.0,45.3,35.0,0.0,24.8,1.0,23.0,24.8,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,41.9,0.5,0.9,0.7,1.0,0.2,0.7,0.7,0.0,0.0,0.0,0.0,0.0,10718.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,24.0,43.0,643.0,-583.0,10.0,14.0,3.82780949461665,17.0,41.0,88.0,0.0,37.0,57.0,104.156639084134,102.0,657.0,0.0,2124883.0,2617806.0,3118544.25564198,3146732.0,7349137.0,40394752.0,40395776.0,40395776.0,40395776.0,0.025176023354521,0.0526056141227881,0.0654659041579001,0.0893812045599916,0.0781651032028695,0.349485283364831,0.0,784468.0,1430163.0,1938728.5309782,2182680.0,8190996.0,0.0,0.283355046363862,0.0,69.0000000031432,1.0,2776.0,6721.0,65236.0,0.0,0.00024,0.0,0.0,2706159854.55809,25263192000000.0,240967.989
105.0,24541.0,9.0,0.0,45.0,0.0,299036.0,71.0,65236.0,232.0,3.0,231.0,41943040.0,1638400.0,40220192.0,1696162.0,5.0,5.0,136959.0,2.0,56908.0,15.0,460.0,0.0,7.315,200.1,159.0,17.7,38.4,30.7,9.6,27.1,2.0,17.7,38.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.4,0.9,0.4,1.0,0.3,0.4,0.4,18.0,0.0,0.0,0.0,0.0,14686.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,104.0,3.0,26.0,36.0,360.0,-224.0,8.0,10.0,8.12672934342276,12.0,33.0,40.0,2.0,36.0,45.0,52.7655818304838,54.0,371.0,0.0,2863700.0,3067012.0,3413551.99408902,3351749.0,7297341.0,41937920.0,41942016.0,41943040.0,41943040.0,0.0535172225994995,0.0687880859136576,0.073408031463623,0.0870411142449125,0.0799119234085083,0.426796645780011,0.0,1291712.0,1775838.0,1989278.90458356,2168344.0,9098976.0,0.0,0.187168772931047,0.0,197.999999996682,0.0,2776.0,6940.0,65236.0,25.0,8e-05,5.0,8.0,611.412475801418,29069.2439854654,414190.185
81.0,22242.0,5.0,0.0,0.0,0.0,0.0,11.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40015680.0,1661090.0,5.0,5.0,181236.0,3.0,33312.0,12.0,460.0,0.0,7.261,100.9,160.0,19.8,33.1,27.3,0.0,26.8,1.0,19.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.3,0.5,1.4,0.6,1.0,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,15870.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,36.0,79.0,451.0,-202.0,7.0,10.0,7.9261400800607,13.0,56.0,114.0,0.0,47.0,87.0,95.5291917126894,124.0,461.0,0.0,3734376.0,6112871.0,6121553.23764423,7877589.0,10104171.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0757460074319375,0.0904218328414196,0.160319992026309,0.152773841287237,0.20940426876472,0.287949280828537,0.0,2137690.0,3753872.0,4306082.26040658,6227932.0,19180078.0,0.0,0.190920983778092,0.0,43.9999999944121,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,6626248021.43322,28140200000000.0,432967.578
175.0,15149.0,6.0,0.0,0.0,0.0,0.0,10.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,38385736.0,1584017.0,5.0,5.0,117757.0,1.0,16656.0,6.0,460.0,0.0,7.328,50.5,155.0,24.8,41.7,33.6,0.0,41.7,1.0,40.9,41.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,16.2,0.7,0.7,1.2,1.0,0.7,1.2,1.2,0.0,0.0,0.0,0.0,0.0,12827.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,58.0,183.0,572.0,-276.0,11.0,14.0,7.86580914921512,17.0,38.0,261.0,10.0,71.0,185.0,210.157045497287,270.0,585.0,0.0,2855676.0,4316168.0,5976830.78243152,7431756.0,14202301.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0546612707544866,0.0684152194481748,0.102971582758515,0.155179686856262,0.227451242217068,0.454132477649492,0.0,1922876.0,3794004.0,5622602.55572092,8709371.0,14637029.0,0.0,0.260949681077042,0.0,34.9999999962165,1.0,2776.0,5552.0,65236.0,0.0,0.0004,0.0,0.0,278.40925436285,1791.09818176391,224473.898
100.0,27257.0,13.0,0.0,0.0,0.0,0.0,34.0,65236.0,232.0,2.0,231.0,41937920.0,1638400.0,40504294.0,1591223.0,5.0,5.0,146843.0,0.0,49968.0,11.0,460.0,0.0,7.233,56.3,160.0,13.7,25.7,24.3,0.0,25.7,1.0,16.5,25.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.5,0.4,0.7,0.7,1.0,0.2,0.7,0.7,0.0,0.0,0.0,0.0,0.0,17336.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,60.0,82.0,252.0,-151.0,9.0,11.0,11.4403031793588,13.0,82.0,101.0,4.0,72.0,94.0,96.9475216982463,116.0,268.0,0.0,5276479.0,7233584.0,7269772.14977865,8604837.0,12056740.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0993477025088512,0.136724329675864,0.172840140855817,0.176891309606958,0.208423760644305,0.303215984921899,0.0,3691043.0,5306162.0,5406555.35104861,6929529.0,16764251.0,0.0,0.162347680268275,0.0,29.9999999988358,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,621.329426897421,14491.3999963771,501378.013
217.0,27125.0,8.0,0.0,0.0,0.0,0.0,30.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40175364.0,1607737.0,5.0,5.0,155552.0,0.0,29148.0,7.0,460.0,0.0,7.327,60.8,155.0,17.4,19.6,19.2,0.0,19.6,1.0,18.8,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,0.4,1.0,0.5,1.0,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18998.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,43.0,53.0,304.0,-161.0,9.0,11.0,8.79883633229178,13.0,29.0,80.0,0.0,52.0,63.0,77.286829511404,92.0,318.0,0.0,3171120.0,5052099.0,5615635.81420106,7372095.0,13144680.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0239704782688316,0.0799082071786107,0.120466131844402,0.138165404025721,0.176226551054511,0.374950203899787,0.0,1813814.0,3304007.0,4067761.74097619,5656588.0,14112089.0,0.0,0.158434617705348,0.0,50.0000000029104,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,1644515628.92398,15262744000000.0,413269.457
421.0,27354.0,47.0,0.0,143.0,0.0,1150688.0,130.0,65236.0,232.0,4.0,231.0,41017344.0,1638400.0,38075749.0,1470666.0,5.0,5.0,260734.0,0.0,37476.0,10.0,460.0,0.0,7.407,177.2,155.0,17.2,76.1,40.0,31.6,32.1,2.0,26.6,76.1,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,46.3,0.5,2.0,1.0,1.0,0.5,1.0,1.0,31.0,0.0,0.0,0.0,0.0,20002.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,217.0,3.0,29.0,44.0,280.0,-167.0,6.0,9.0,7.58334379577317,12.0,37.0,60.0,0.0,38.0,52.0,58.648137305463,70.0,281.0,0.0,3627140.0,4903667.0,4915423.23634652,6252290.0,7997776.0,39864320.0,39868416.0,39870464.0,41017344.0,0.0572104578731056,0.0914608351528384,0.122989965704939,0.127275693550199,0.161476299849432,0.312620892869038,0.0,1907140.5,3014583.0,3217983.58859594,4201144.0,10055952.0,0.0,0.155558810604974,0.0,165.999999997439,0.0,2776.0,7612.0,65236.0,22.0,0.00016,10.0,17.0,1220682577.44927,29168192000000.0,531278.664
5.0,66734.0,247.0,0.0,17742.0,0.0,34323787.0,22933.0,23596.0,232.0,4.0,231.0,19293184.0,1638400.0,18434072.0,1494491.0,5.0,5.0,55667.0,0.0,24984.0,9.0,460.0,0.0,7.401,148.6,155.0,16.8,25.6,25.4,0.0,25.6,1.0,23.8,25.6,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.1,41.6,1.6,1.9,0.6,1.0,0.3,0.6,0.6,12001.0,0.0,8.2,7.7,1.0,27110.0,1310.0,3.0,0.0,6.9,1.06,0.62,5.0,0.0,30270.0,3.0,13.0,24.0,2321.0,-2291.0,-12.0,7.0,-121.236202309739,12.0,48.0,49.0,0.0,24.0,35.8604778907132,110.1054230853,46.0,2338.0,0.0,895956.0,1073198.0,1022786.76595058,1158828.0,1348356.0,19293184.0,19293184.0,19293184.0,19293184.0,0.0323552608009129,0.0481314639281279,0.055736160501035,0.0565212412903509,0.0600641138341914,0.197859448829467,0.0,228700.0,360830.0,479131.269372126,575120.0,23485802.0,0.0,0.114212339300045,0.0,142.999999996391,0.0,1388.0,1388.0,23596.0,1941.0,0.00024,742.0,8043.0,11586598307.1108,10368800000000.0,129746.437
102.0,89076.0,9.0,0.0,22275.0,0.0,42254543.0,32779.0,23596.0,232.0,3.0,231.0,16015360.0,1638400.0,15607257.0,1529443.0,5.0,5.0,65841.0,1.0,45804.0,19.0,460.0,0.0,7.463,48.4,155.0,16.7,35.8,26.8,7.9,20.9,2.0,16.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.2,2.1,1.9,0.6,1.0,0.2,0.6,0.6,16165.0,0.0,13.8,9.2,3.4,37837.0,2092.0,5.0,0.0,29.8,3.04,2.18,5.0,0.0,41764.0,3.0,10.0,16.0,1221.0,-1202.0,-9.0,6.0,-91.5219010523438,12.0,35.0,29.0,0.0,20.0,24.1740224103153,76.6962630048957,30.0,1230.0,0.0,1056393.0,1142160.0,1153442.00198169,1279388.0,1563832.0,16015360.0,16015360.0,16015360.0,16015360.0,0.047086380015172,0.0668141084558824,0.0723792659047315,0.074352672113005,0.0807836976502558,0.189648953884482,0.0,195552.0,294836.0,431471.824951027,454477.0,28123928.0,0.0,0.0853729371433685,0.0,27.9999999984284,0.0,1388.0,1388.0,23596.0,1815.0,0.00016,758.0,10547.0,25905700977.6611,10812384000000.0,172526.465
