abs.rtt.max,abs.packetlost.sum,total.packets.b2a,pure.acks.sent.a2b,sack.pkts.sent.a2b,dsack.pkts.sent.a2b,max.sack.blks.ack.a2b,actual.data.pkts.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,adv.wind.scale.a2b,mss.requested.b2a,min.segm.size.b2a,avg.segm.size.b2a,min.win.adv.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,truncated.packets.b2a,idletime.max.b2a,hardware.dups.b2a,rtt.from.3whs.a2b,rtt.from.3whs.b2a,post.loss.acks.a2b,ambiguous.acks.a2b,segs.cum.acked.a2b,duplicate.acks.a2b,triple.dupacks.a2b,max.retrans.b2a,transfer.datarate
303.0,0.0,769.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,244.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,133.0,0.0,28.0,1.0,0.0,0.0,1154.0,0.0,0.0,0.0,11911.8522930316
446.0,0.0,719.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,24.0,0.0,23.0,0.0,0.0,0.0,1197.0,1.0,0.0,0.0,10655.3010122536
74.0,0.0,600.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,54.0,0.0,35.0,0.0,0.0,0.0,1321.0,3.0,0.0,0.0,36036.036036036
260.0,0.0,564.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,242.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,76.0,0.0,21.0,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,16433.8537387017
1435.0,28.0,827.0,6.0,3.0,3.0,1.0,6.0,3.0,774.0,0.0,6.0,9.0,1320.0,258.0,725.0,88064.0,2860.0,1.0,1870.0,2.0,3260.0,0.0,35.0,0.0,3.0,22.0,1117.0,3.0,0.0,0.0,1106.8681166639
89.0,0.0,588.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,40.0,0.0,32.0,0.0,0.0,0.0,1327.0,0.0,0.0,0.0,31104.199066874
180.0,235.0,989.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,1672.0,0.0,20.0,0.0,3.0,162.0,945.0,10.0,1.0,0.0,2393.20330262056
148.0,0.0,643.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,113.0,0.0,39.0,0.0,0.0,0.0,1284.0,3.0,0.0,0.0,21762.7856365615
86.0,13.0,1050.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,53.0,0.0,34.0,0.0,9.0,0.0,1416.0,540.0,13.0,0.0,16025.641025641
167.0,0.0,513.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,22.0,0.0,23.0,0.0,0.0,0.0,1403.0,0.0,0.0,0.0,22831.0502283105
514.0,0.0,747.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,86.0,0.0,31.0,0.0,0.0,0.0,1168.0,0.0,0.0,0.0,10655.3010122536
274.0,0.0,574.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,23.0,0.0,22.0,1.0,0.0,0.0,1344.0,0.0,0.0,0.0,16051.3643659711
155.0,0.0,556.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,244.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,119.0,0.0,32.0,1.0,0.0,0.0,1369.0,0.0,0.0,0.0,20554.9845837616
107.0,0.0,887.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,41.0,0.0,22.0,0.0,390.0,0.0,1220.0,45.0,5.0,0.0,28409.0909090909
108.0,0.0,914.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,80.0,0.0,23.0,0.0,55.0,0.0,1150.0,29.0,0.0,0.0,31545.7413249211
111.0,0.0,637.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,32.0,0.0,23.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,34305.3173241852
436.0,0.0,1115.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,66.0,0.0,22.0,0.0,768.0,0.0,897.0,74.0,8.0,0.0,9411.76470588235
209.0,0.0,781.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,120.0,0.0,34.0,0.0,202.0,0.0,1323.0,88.0,9.0,0.0,18726.5917602996
70.0,0.0,679.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,118.0,0.0,31.0,1.0,0.0,0.0,1245.0,0.0,0.0,0.0,15686.2745098039
127.0,0.0,859.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,40.0,0.0,63.0,1.0,570.0,0.0,1190.0,115.0,11.0,0.0,28409.0909090909
263.0,0.0,984.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,46.0,0.0,49.0,0.0,192.0,0.0,992.0,26.0,4.0,0.0,13080.444735121
121.0,0.0,847.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,1192.0,65535.0,2859.0,1.0,1857.0,2.0,110.0,0.0,25.0,0.0,0.0,0.0,1063.0,0.0,0.0,0.0,10449.3207941484
147.0,0.0,1005.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,104.0,0.0,41.0,0.0,607.0,0.0,986.0,45.0,3.0,0.0,17969.4519317161
108.0,0.0,659.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,112.0,0.0,32.0,0.0,0.0,0.0,1249.0,0.0,0.0,0.0,12300.12300123
87.0,0.0,965.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,31.0,0.0,21.0,0.0,266.0,0.0,1026.0,43.0,2.0,0.0,33955.857385399
385.0,0.0,1264.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,73.0,0.0,20.0,1.0,993.0,0.0,732.0,73.0,6.0,0.0,7587.25341426404
2145.0,0.0,1228.0,5.0,1.0,1.0,1.0,5.0,1.0,258.0,0.0,4.0,8.0,1320.0,258.0,767.0,87808.0,1308.0,1.0,563.0,2.0,164.0,0.0,56.0,0.0,811.0,0.0,737.0,34.0,0.0,0.0,2233.63859727496
55.0,0.0,1038.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,41.0,0.0,32.0,0.0,865.0,0.0,991.0,49.0,5.0,0.0,15432.0987654321
1302.0,3.0,961.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,1280.0,1.0,577.0,2.0,441.0,0.0,29.0,0.0,1.0,2.0,986.0,41.0,1.0,0.0,1421.46410803127
763.0,0.0,1082.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,73.0,0.0,27.0,0.0,324.0,0.0,865.0,18.0,1.0,0.0,6988.12019566737
5468.0,120.0,615.0,5.0,0.0,0.0,0.0,5.0,2.0,516.0,0.0,4.0,0.0,1320.0,258.0,726.0,65535.0,1280.0,1.0,116.0,1.0,11762.0,0.0,22.0,0.0,4.0,97.0,562.0,79.0,7.0,0.0,528.373665856494
644.0,0.0,897.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,38.0,0.0,28.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,6618.13368630046
102.0,0.0,883.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,53.0,0.0,31.0,1.0,294.0,0.0,1253.0,100.0,10.0,0.0,29282.5768667643
96.0,0.0,1100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,29.0,0.0,16.0,0.0,888.0,0.0,993.0,101.0,3.0,0.0,17211.7039586919
218.0,0.0,673.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1193.0,88064.0,2861.0,1.0,1871.0,2.0,106.0,0.0,29.0,1.0,0.0,0.0,1250.0,1.0,0.0,0.0,18198.3621474067
140.0,0.0,883.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,1320.0,258.0,715.0,65535.0,1280.0,1.0,462.0,1.0,150.0,0.0,33.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,10330.5785123967
94.0,0.0,878.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,40.0,0.0,32.0,0.0,420.0,0.0,1108.0,58.0,2.0,0.0,32520.325203252
155.0,0.0,576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,99.0,0.0,28.0,0.0,0.0,0.0,1341.0,0.0,0.0,0.0,25445.2926208651
248.0,0.0,636.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,716.0,87808.0,1308.0,1.0,462.0,1.0,115.0,0.0,31.0,0.0,0.0,0.0,1289.0,2.0,0.0,0.0,15637.2165754496
169.0,0.0,562.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,33.0,0.0,23.0,0.0,37.0,0.0,1370.0,1.0,0.0,0.0,28328.611898017
420.0,0.0,711.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,85.0,0.0,24.0,0.0,0.0,0.0,1211.0,0.0,0.0,0.0,11337.8684807256
296.0,0.0,941.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,71.0,0.0,20.0,0.0,314.0,0.0,1016.0,36.0,1.0,0.0,15082.9562594268
96.0,0.0,628.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,47.0,0.0,68.0,0.0,114.0,0.0,1295.0,6.0,0.0,0.0,31201.248049922
200.0,0.0,1016.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,115.0,0.0,66.0,0.0,288.0,0.0,987.0,59.0,4.0,0.0,29112.0815138282
353.0,0.0,770.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,244.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,94.0,0.0,29.0,0.0,0.0,0.0,1155.0,3.0,0.0,0.0,11415.5251141553
270.0,0.0,733.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,38.0,0.0,34.0,0.0,0.0,0.0,1185.0,2.0,0.0,0.0,15186.0288534548
57.0,0.0,791.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,95.0,0.0,27.0,0.0,193.0,0.0,1185.0,45.0,1.0,0.0,33670.0336700337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19305.0193050193
68.0,0.0,1159.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,32.0,0.0,27.0,0.0,969.0,0.0,888.0,90.0,2.0,0.0,8453.0853761623
269.0,0.0,723.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,90.0,0.0,69.0,0.0,129.0,0.0,1193.0,1.0,0.0,0.0,15037.5939849624
198.0,0.0,656.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,243.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,115.0,0.0,26.0,0.0,0.0,0.0,1267.0,0.0,0.0,0.0,19379.8449612403
210.0,0.0,749.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,43.0,0.0,30.0,0.0,0.0,0.0,1170.0,1.0,0.0,0.0,20345.8799593082
82.0,0.0,678.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,86.0,0.0,33.0,0.0,0.0,0.0,1230.0,2.0,0.0,0.0,12936.6106080207
495.0,0.0,807.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,31.0,0.0,27.0,0.0,0.0,0.0,1109.0,0.0,0.0,0.0,10373.4439834025
202.0,0.0,654.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,19.0,0.0,0.0,0.0,1266.0,0.0,0.0,0.0,23041.4746543779
56.0,0.0,51.0,25.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,18.0,8.0,1320.0,244.0,1587.0,87808.0,1308.0,1.0,36324.0,25.0,65.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5783.68999421631
1771.0,0.0,825.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,112.0,0.0,23.0,0.0,169.0,0.0,1101.0,2.0,0.0,0.0,2404.13511239332
95.0,0.0,637.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,76.0,0.0,31.0,0.0,0.0,0.0,1286.0,6.0,0.0,0.0,35149.3848857645
214.0,0.0,879.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,33.0,0.0,66.0,0.0,0.0,0.0,1037.0,0.0,0.0,0.0,18726.5917602996
409.0,0.0,730.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,75.0,0.0,22.0,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,9510.22349025202
43.0,0.0,94.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1320.0,258.0,1038.0,65535.0,1280.0,1.0,116.0,1.0,111.0,0.0,20.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,13860.0138600139
1560.0,35.0,1022.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,1750.0,0.0,32.0,0.0,1.0,34.0,894.0,0.0,0.0,0.0,715.026277215688
94.0,0.0,908.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,20.0,0.0,17.0,0.0,383.0,0.0,1089.0,58.0,2.0,0.0,37174.7211895911
126.0,0.0,614.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,116.0,0.0,18.0,0.0,0.0,0.0,1321.0,0.0,0.0,0.0,8230.45267489712
68.0,0.0,965.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,79.0,0.0,16.0,0.0,287.0,0.0,1035.0,58.0,2.0,0.0,35523.9786856128
52.0,49.0,684.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,1320.0,1.0,538.0,2.0,268.0,0.0,26.0,1.0,1.0,29.0,1237.0,16.0,3.0,0.0,10157.4403250381
996.0,0.0,877.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,39.0,0.0,55.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,4737.09142586452
62.0,0.0,902.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,28.0,0.0,18.0,0.0,467.0,0.0,1071.0,41.0,2.0,0.0,35087.7192982456
77.0,0.0,1179.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,56.0,0.0,23.0,1.0,205.0,0.0,913.0,130.0,3.0,0.0,5369.12751677852
112.0,0.0,934.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,115.0,0.0,23.0,0.0,507.0,0.0,1128.0,124.0,11.0,0.0,25000.0
445.0,0.0,708.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,120.0,0.0,23.0,0.0,0.0,0.0,1216.0,1.0,0.0,0.0,9680.54211035818
156.0,0.0,661.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,36.0,0.0,0.0,0.0,1256.0,0.0,0.0,0.0,21834.0611353712
75.0,0.0,853.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,1608.0,1.0,606.0,2.0,106.0,0.0,29.0,0.0,0.0,0.0,1259.0,0.0,0.0,0.0,11675.4232340922
60.0,0.0,519.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,58.0,0.0,19.0,0.0,83.0,0.0,1408.0,4.0,1.0,0.0,42462.8450106157
134.0,0.0,1143.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,81.0,0.0,40.0,0.0,378.0,0.0,924.0,99.0,7.0,0.0,8733.62445414847
105.0,0.0,1129.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,20.0,0.0,19.0,0.0,824.0,0.0,952.0,123.0,5.0,0.0,16194.3319838057
1342.0,2.0,1142.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,57.0,0.0,27.0,0.0,2.0,0.0,1108.0,335.0,2.0,0.0,2835.67276336311
83.0,0.0,835.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,2560.0,1.0,1558.0,2.0,109.0,0.0,32.0,0.0,0.0,0.0,1113.0,1.0,0.0,0.0,15735.64122738
98.0,0.0,514.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,110.0,0.0,28.0,0.0,0.0,0.0,1410.0,1.0,0.0,0.0,28368.7943262411
561.0,0.0,1182.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,64.0,0.0,25.0,0.0,522.0,0.0,776.0,38.0,1.0,0.0,8288.43762950684
395.0,0.0,762.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,128.0,0.0,34.0,1.0,0.0,0.0,1153.0,0.0,0.0,0.0,10395.0103950104
57.0,0.0,801.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,1320.0,258.0,715.0,65535.0,1280.0,1.0,462.0,1.0,92.0,0.0,22.0,0.0,0.0,0.0,1107.0,1.0,0.0,0.0,15128.5930408472
132.0,0.0,614.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,1320.0,244.0,779.0,87808.0,1308.0,1.0,0.0,0.0,104.0,0.0,36.0,1.0,0.0,0.0,1245.0,0.0,0.0,0.0,23501.7626321974
170.0,0.0,1051.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,37.0,0.0,25.0,0.0,753.0,0.0,1037.0,138.0,18.0,0.0,21905.8050383352
1109.0,0.0,922.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,178.0,0.0,25.0,0.0,0.0,0.0,994.0,1.0,0.0,0.0,6343.16523945449
169.0,0.0,525.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,85.0,0.0,27.0,0.0,0.0,0.0,1399.0,1.0,0.0,0.0,21208.9077412513
295.0,0.0,733.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,716.0,87808.0,1308.0,1.0,462.0,1.0,136.0,0.0,22.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,13149.2439184747
1526.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,506.0,0.0,27.0,0.0,0.0,0.0,916.0,1.0,0.0,0.0,1872.65917602996
78.0,0.0,598.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,24.0,0.0,0.0,0.0,1319.0,0.0,0.0,0.0,31298.9045383412
77.0,0.0,531.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,82.0,0.0,24.0,0.0,0.0,0.0,1395.0,1.0,0.0,0.0,32786.8852459016
255.0,0.0,822.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,21.0,0.0,0.0,0.0,1096.0,2.0,0.0,0.0,12779.552715655
310.0,0.0,757.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,36.0,0.0,31.0,1.0,0.0,0.0,1160.0,1.0,0.0,0.0,13986.013986014
343.0,0.0,792.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,77.0,0.0,40.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,8956.56068069861
302.0,0.0,669.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,124.0,0.0,31.0,0.0,0.0,0.0,1261.0,1.0,0.0,0.0,13342.2281521014
97.0,0.0,636.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,22.0,1.0,0.0,0.0,1281.0,1.0,0.0,0.0,28943.5600578871
589.0,0.0,797.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,78.0,0.0,23.0,0.0,0.0,0.0,1124.0,0.0,0.0,0.0,6009.61538461538
269.0,0.0,738.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,35.0,0.0,30.0,0.0,0.0,0.0,1179.0,0.0,0.0,0.0,14378.1452192667
487.0,0.0,782.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,563.0,2.0,83.0,0.0,35.0,1.0,0.0,0.0,1140.0,0.0,0.0,0.0,7695.26741054252
765.0,0.0,908.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,35.0,0.0,22.0,1.0,0.0,0.0,1010.0,0.0,0.0,0.0,6913.23885240235
584.0,0.0,866.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,32.0,0.0,37.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,7895.77575996842
