resets.sent.a2b,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,actual.data.bytes.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,max.segm.size.b2a,min.segm.size.b2a,avg.segm.size.a2b,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,avg.win.adv.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,data.xmit.time.a2b,data.xmit.time.b2a,throughput.a2b,rtt.samples.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.max.a2b,rtt.min.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,sdv.retr.time.a2b,syn.pkts.sent.a2b,fin.pkts.sent.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.full.sz.min.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,duplicate.acks.a2b,duplicate.acks.b2a,abs.downlinkdelay.max,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.25.,abs.downlinkdeltadelay.50.,abs.downlinkdeltadelay.75.,abs.uplinkdeltadelay.75.,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.max,abs.rwin.min,abs.rwin.25.,abs.rwin.50.,abs.rwin.avg,abs.rwin.75.,abs.winratio.25.,abs.winratio.50.,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.25.,abs.idletime.50.,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.max,abs.packetlost.sum,abs.pushevents.sum,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.min,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.max,transfer.datarate
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,172.0,229.0,8064000.0,65536.0,5305659.0,288933.0,1.0,1.0,73411.0,14.0,4164.0,1.0,10000243.0,0.0,0.303,663.0,2.0,16.8,17.9,17.3,0.0,17.9,1.0,17.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,291.0,0.1,3.5,0.5,0.4,0.4,0.4,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,7.0,10.0,5.66976744186046,13.0,20.0,12.0,20.0,27.75,58.0,13.0,23.25,31.0,30.1209302325581,36.0,43.0,0.0,725924.0,1211724.0,1539200.0,65536.0,4710400.0,7897088.0,6171243.1627907,8034304.0,0.162443634647651,0.180146903118101,0.0,759005.0,1033352.0,1280206.56511628,2605084.0,2759936.0,0.0,0.0,1.00000000384171,25.9999999980209,1.0,65236.0,0.0,222.0,0.0,0.0,0.0,265.918968706298,503.381333309363,264036.515
0.0,0.0,31.0,10575864.0,0.0,550045.0,9.0,65236.0,129.0,300.0,6107136.0,65536.0,4031785.0,270104.0,1.0,2.0,65736.0,32.0,2776.0,1.0,10488655.0,0.122,0.76,1093.0,4.0,15.0,19.9,17.5,2.4,16.1,1.0,16.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,409.0,0.1,2.3,0.5,0.3,1.1,1.1,8.0,0.0,0.0,0.0,298.0,3.0,0.0,0.0,0.0,0.0,2.0,19.0,268.0,-74.0,-2.0,-29.7201086956522,13.0,22.0,25.0,78.0,165.0,169.0,14.0,23.0,31.0,73.543493878063,76.5517241381579,283.0,0.0,548044.0,741943.0,1588390.0,65536.0,3692288.0,5560320.0,4643553.39130435,5804032.0,0.109319455933643,0.156768809607912,0.0,859147.0,1215819.0,1490305.48641304,1701280.5,4953693.0,0.0,0.0,1.9999999931315,78.9999999979045,0.0,65236.0,20.0,308.0,2.0,3.0,0.0,147.018408663636,433.447999983329,124303.367
0.0,0.0,0.0,10005935.0,0.0,5552.0,7.0,65236.0,216.0,229.0,6285312.0,65536.0,3722512.0,389505.0,1.0,1.0,415343.0,12.0,2776.0,1.0,10005795.0,0.0,0.642,321.0,2.0,33.3,37.7,35.5,0.0,33.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,0.1,3.2,0.6,0.5,0.4,0.4,4.0,0.2,0.2,0.0,275.0,4.0,1.0,16.7,56.0,27.3,0.0,36.0,147.0,7.0,11.0,7.57199211045365,14.0,30.0,32.0,44.0,56.0,130.0,2.0,44.0,59.0,57.0276134122288,69.0,108.0,0.0,601596.0,1103460.0,2009824.0,65536.0,3916800.0,5002240.0,4503146.03550296,6147072.0,0.155599584399471,0.227581342397043,0.0,656524.0,1053492.0,1118182.87968442,1411596.0,2225171.0,0.0,0.0,0.999999996565748,41.0000000047148,0.0,65236.0,2.0,236.0,2.0,1.0,0.0,150.925573983428,1502.3999992488,124809.772
0.0,0.0,8.0,10205807.0,0.0,205424.0,19.0,65236.0,28.0,229.0,8387584.0,65536.0,5495713.0,335163.0,1.0,1.0,136292.0,5.0,5552.0,2.0,10205667.0,0.0,1.145,191.0,2.0,24.2,24.9,24.6,0.0,24.9,1.0,24.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,0.1,11.7,0.7,1.2,0.5,0.5,4.0,0.3,3.0,0.0,230.0,2.0,1.0,0.2,13.0,18.7,0.0,22.0,560.0,-1.0,11.0,-69.2956152758133,16.0,25.0,8.0,16.0,229.0,545.0,6.0,22.0,27.0,58.2505995941213,37.5,366.0,0.0,188462.0,229796.0,1491536.0,65536.0,4454400.0,6601728.0,5934062.61951909,8370176.0,0.0247631591020308,0.0305682712819992,0.0,124218.0,295636.0,735333.397454031,993200.0,3332224.0,0.0,1.00000000020373,2.00000000040745,200.000000000728,0.0,65236.0,12.0,293.0,5.0,0.0,0.0,82.0697539700229,477.508173892282,69871.672
0.0,0.0,542.0,11445995.0,0.0,1420176.0,1585.0,43028.0,4.0,300.0,3461120.0,65536.0,3062765.0,298207.0,1.0,1.0,23472.0,19.0,3586.0,3.0,10858809.0,0.106,1.401,613.0,4.0,18.0,23.1,21.1,2.2,21.9,1.0,21.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1528.0,0.1,11.5,1.0,1.2,0.4,0.4,552.0,0.0,0.0,0.0,1593.0,40.0,0.0,0.0,0.0,0.0,0.0,1081.0,179.0,0.0,9.0,-0.129198966408269,12.0,24.0,5.0,9.0,17.0,168.0,1.0,19.0,22.0,22.8020000856589,26.0,63.0,0.0,70300.0,165172.0,544096.0,65536.0,3342336.0,3431424.0,3119494.01963824,3454976.0,0.0216313463281958,0.0561114247112822,0.0,96019.0,147974.0,241130.356072351,236963.5,1024344.0,0.0,0.0,0.0,62.0000000017171,0.0,26372.0,94.0,362.0,11.0,197.0,0.0,71.3197005328168,544.095999931988,62442.112
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,72.0,229.0,8386560.0,65536.0,4512457.0,346174.0,1.0,1.0,77772.0,16.0,5552.0,2.0,10000243.0,0.0,0.329,558.0,2.0,26.3,47.6,36.9,0.0,47.6,1.0,47.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,326.0,0.1,2.3,0.5,0.4,1.0,1.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,15.0,11.7574468085106,19.0,44.0,13.0,23.0,32.0,57.0,11.0,30.0,37.0,38.6595744680851,47.0,64.0,0.0,775778.0,1535460.0,1883516.0,65536.0,3279360.0,4585472.0,5145532.45957447,8048384.0,0.209254685705043,0.233628930192907,0.0,555547.0,975664.0,841018.887234043,1042442.0,1493690.0,0.0,0.0,1.00000000020373,34.9999999998545,1.0,65236.0,0.0,231.0,0.0,0.0,0.0,257.101720221608,487.655679980494,243170.407
0.0,1.0,0.0,10033103.0,99.0,0.0,3.0,65236.0,6.0,422.5,7839744.0,262144.0,5022373.0,457431.0,2.0,402.0,68638.0,689.0,9537.0,7.0,9970882.0,1.043,1.043,5024.0,4.0,20.6,65.0,54.1,10.4,65.0,1.0,65.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,325.0,0.1,4.1,0.5,0.6,0.4,0.5,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,10.0,14.0,11.5510204081633,15.0,27.0,12.0,17.0,23.0,28.0,16.0,29.0,33.0,32.6530612244898,38.0,47.0,0.0,848010.0,1312696.0,1957080.0,65536.0,3915776.0,7141376.0,5554289.77777778,7524352.0,0.183611474876551,0.204109136075139,0.0,632928.0,843704.0,1123351.9047619,1080500.0,2655490.0,0.0,0.0,1.00000000020373,60.0000000013097,1.0,65236.0,0.0,235.0,0.0,0.0,0.0,273.021651566709,498.743999968829,264606.178
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,380.0,229.0,8387584.0,65536.0,5282981.0,319597.0,1.0,1.0,72388.0,14.0,4164.0,1.0,10000243.0,0.0,0.363,538.0,2.0,20.1,35.2,27.7,0.0,35.2,1.0,35.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,320.0,0.1,10.8,0.9,1.7,0.5,0.5,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,-1.0,14.0,1.84105960264901,16.0,33.0,16.0,30.0,55.0,89.0,5.0,33.0,42.0,43.9646799116998,54.0,86.0,0.0,886932.0,1679766.0,2147112.0,65536.0,4003840.0,7815168.0,6064394.73730684,8347648.0,0.205659474782848,0.240122853603258,0.0,557976.0,1114564.0,2467076.29139073,4583604.0,4583604.0,0.0,0.0,1.00000000020373,27.9999999984284,1.0,65236.0,0.0,228.0,0.0,0.0,0.0,257.836834526801,518.044307672383,219788.637
0.0,0.0,0.0,10025819.0,0.0,0.0,4.0,65236.0,144.0,300.0,7002112.0,65536.0,2603420.0,324482.0,1.0,4.0,90358.0,58.0,3586.0,2.0,9962259.0,0.152,0.486,1587.0,4.0,17.3,26.7,22.1,4.2,20.1,1.0,20.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,259.0,0.1,2.3,0.6,0.3,0.5,0.5,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8.0,15.0,5.11184210526316,17.0,22.0,11.0,16.0,24.0,84.0,20.0,28.0,32.0,32.7012331032499,36.0,53.0,0.0,535768.0,1045549.0,2213784.0,65536.0,965632.0,2161664.0,2381448.98245614,3311616.0,0.269539689090914,0.389750168535339,0.0,602339.0,861778.0,1017443.72807018,1547514.0,2577901.0,0.0,0.0,1.00000000020373,95.0000000011642,1.0,65236.0,0.0,222.0,0.0,0.0,0.0,246.412287706973,523.873999983629,222093.274
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,184.0,229.0,8258560.0,65536.0,4192144.0,325180.0,1.0,1.0,84827.0,23.0,44416.0,10.0,10000243.0,0.0,0.245,764.0,2.0,19.2,20.6,19.9,0.0,19.2,1.0,19.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,294.0,0.1,3.3,0.7,0.5,0.8,0.8,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5.0,16.0,9.34987593052109,17.0,23.0,5.0,13.0,25.0,49.0,16.0,25.0,32.0,32.0669975186104,39.0,47.0,0.0,818920.0,1546232.0,2767672.0,65536.0,3676672.0,5279744.0,4495499.75186104,5473280.0,0.232453002244669,0.297203725149585,0.0,401826.0,1551508.0,2284931.17369727,4634375.0,4666299.0,0.0,0.0,1.00000000020373,36.0000000000582,1.0,65236.0,0.0,208.0,0.0,0.0,0.0,351.063410292746,677.726896528354,325215.707
0.0,0.0,0.0,10025820.0,0.0,0.0,2.0,65236.0,80.0,300.0,6111232.0,65536.0,3475233.0,327386.0,1.0,3.0,69922.0,44.0,3587.0,2.0,9951820.0,0.138,0.538,1485.0,4.0,16.3,26.4,20.9,4.5,22.6,1.0,22.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,305.0,0.1,2.7,0.6,0.4,0.5,0.5,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,10.0,15.0,11.1186440677966,18.0,23.0,17.0,30.0,35.0,50.0,15.0,30.0,44.0,41.4634058251418,51.0,64.0,0.0,706492.0,1255904.0,1462952.0,65536.0,3656704.0,3985408.0,3872995.55555556,4910080.0,0.261224310247748,0.295153439455162,0.0,297834.5,814409.0,729589.871939736,1026771.5,1608692.0,0.0,0.0,1.00000000020373,97.0000000015716,1.0,65236.0,0.0,256.0,0.0,0.0,0.0,192.597921075629,361.023999981949,197477.025
0.0,0.0,0.0,10025819.0,0.0,0.0,1.0,65236.0,274.0,300.0,8387584.0,65536.0,5072553.0,337088.0,1.0,3.0,60730.0,42.0,3586.0,2.0,9942519.0,0.132,0.634,1250.0,4.0,23.2,32.1,27.2,3.9,32.1,1.0,32.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,405.0,0.1,1.4,0.4,0.3,0.6,0.6,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,11.0,13.0,10.4321608040201,15.0,32.0,34.0,40.0,53.0,64.0,18.0,49.0,57.0,57.9564489112228,68.0,92.0,0.0,1117520.0,1413090.0,1907899.0,65536.0,3757056.0,8031232.0,6078270.17755444,8329216.0,0.173476118010522,0.197152426293209,0.0,813368.0,1081025.0,959034.681742044,1134411.0,1479144.0,0.0,0.0,1.00000000384171,86.0000000029686,1.0,65236.0,0.0,273.0,0.0,0.0,0.0,172.731581965118,477.081279980917,158763.707
0.0,0.0,0.0,10025819.0,0.0,0.0,5.0,65236.0,64.0,300.0,4069376.0,65536.0,2177069.0,353830.0,1.0,5.0,114067.0,86.0,3586.0,2.0,9966115.0,0.152,0.37,1735.0,4.0,21.2,29.9,24.9,4.3,27.1,1.0,27.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,0.1,2.2,0.5,0.3,1.0,1.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,15.0,18.0,14.1906976744186,20.0,27.0,8.0,12.0,23.0,51.0,19.0,28.0,32.0,34.0976744186047,41.0,52.0,0.0,764360.0,1382448.0,3288572.0,65536.0,1786880.0,2849792.0,2479339.75813953,3215360.0,0.30070947401085,0.416753356055537,0.0,440343.0,931235.5,734472.869767442,1031284.0,1244684.0,0.0,0.0,0.999999996565748,82.9999999987194,1.0,65236.0,0.0,218.0,0.0,0.0,0.0,334.871951896773,852.417066638253,306014.015
0.0,0.0,280.0,10944246.0,0.0,918428.0,154.0,65236.0,28.0,300.0,8387584.0,65536.0,6952648.0,306604.0,1.0,1.0,160954.0,8.0,3585.0,2.0,10714598.0,0.13,3.519,251.0,4.0,15.2,22.9,19.3,3.1,19.5,1.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,804.0,0.1,41.1,0.6,1.5,0.4,0.4,40.0,0.0,0.0,0.0,520.0,24.0,0.0,0.0,0.0,0.0,0.0,299.0,1204.0,-198.0,4.0,-134.460194174757,12.0,23.0,47.0,119.0,584.0,1040.0,6.0,41.0,64.0,197.699953159598,130.0,1200.0,0.0,68676.0,102644.0,1472088.0,65536.0,7226368.0,7991296.0,7068392.30550162,8386560.0,0.0084281719265047,0.0124822594921255,0.0,128084.0,853620.0,938349.985760518,1522976.0,3069796.0,0.0,0.0,2.00000000040745,285.000000003492,0.0,65236.0,48.0,381.0,7.0,18.0,0.0,51.6323086205557,689.613176430023,23539.54
0.0,0.0,0.0,10025819.0,0.0,0.0,10.0,65236.0,60.0,300.0,8387584.0,65536.0,5343390.0,358103.0,1.0,2.0,48201.0,42.0,2776.0,1.0,9926523.0,0.151,0.743,1088.0,4.0,24.5,44.7,30.2,9.7,26.5,1.0,26.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,509.0,0.1,2.9,0.4,0.3,0.4,0.4,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,15.0,17.0,7.96774193548387,19.0,27.0,40.0,47.0,63.0,120.0,23.0,57.0,65.0,64.4305750350631,75.0,98.0,0.0,863613.0,1335886.0,1464286.0,65536.0,3383296.0,7761920.0,5914510.54137447,8360960.0,0.162371271849407,0.178177878299762,0.0,872602.0,1037208.0,934905.244039271,1098568.0,1355661.0,0.0,0.0,2.00000000040745,103.000000002794,1.0,65236.0,0.0,294.0,0.0,0.0,0.0,136.820210389378,229.593098034714,133403.78
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,240.0,229.0,8387584.0,65536.0,5578541.0,288976.0,1.0,1.0,61803.0,11.0,16656.0,3.0,10000243.0,0.0,0.393,525.0,2.0,16.6,19.7,18.1,0.0,19.7,1.0,19.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,363.0,0.1,4.9,0.5,0.5,0.3,0.3,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,9.0,12.0,8.21869158878505,15.0,21.0,22.0,32.0,36.0,54.0,16.0,27.0,46.0,40.2429906542056,51.0,62.0,0.0,584784.5,1274184.0,1490994.0,65536.0,4602880.0,8241152.0,6424302.2953271,8363008.0,0.149759975682124,0.176675069513872,0.0,827878.0,1061242.0,984973.697196262,1208667.0,1743444.0,0.0,0.0,1.00000000384171,25.9999999980209,1.0,65236.0,0.0,266.0,0.0,0.0,0.0,197.536784703751,283.009999982312,204089.449
0.0,0.0,0.0,10025819.0,0.0,0.0,86.0,65236.0,112.0,300.0,5770240.0,65536.0,3561861.0,314628.0,1.0,3.0,413849.0,50.0,3586.0,2.0,9948591.0,0.106,0.43,1819.0,4.0,13.0,21.0,18.0,3.5,18.9,1.0,18.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,0.1,2.0,0.6,0.3,0.5,0.5,2.0,0.0,0.0,0.0,337.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,66.0,10.0,14.0,7.94223826714801,16.0,22.0,8.0,13.0,22.0,60.0,13.0,24.0,29.0,28.9153539000115,32.0,55.0,0.0,333120.0,836270.0,1953748.0,65536.0,2188288.0,4726784.0,3704837.54512635,5277696.0,0.139553215512767,0.248212394067797,0.0,398520.0,677164.0,908041.929602888,1366105.0,2106195.0,0.0,0.0,0.999999996565748,63.9999999984866,1.0,65236.0,32.0,224.0,3.0,0.0,0.0,236.381621032843,726.654222181853,241492.988
0.0,0.0,697.0,11958163.0,0.0,1957780.0,930.0,31924.0,4.0,229.0,3144704.0,65536.0,2872880.0,322653.0,1.0,1.0,28078.0,5.0,1388.0,1.0,11958023.0,0.0,1.157,189.0,2.0,21.9,25.0,23.4,0.0,21.9,1.0,21.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1445.0,0.1,13.1,1.0,1.4,0.9,0.9,392.0,0.0,0.0,0.0,1142.0,22.0,0.0,0.0,0.0,0.0,0.0,1066.0,121.0,1.0,9.0,3.70865671641791,12.0,34.0,5.0,7.0,18.0,111.0,0.0,18.0,21.0,21.4256732910026,24.0,54.0,0.0,79116.0,170724.0,859988.0,65536.0,3092480.0,3133440.0,2908081.13671642,3143680.0,0.0347937866505692,0.0657204065463875,0.0,87444.0,144102.0,318192.768656716,229045.0,1443131.0,0.0,0.0,0.0,35.0000000034925,0.0,31924.0,155.0,358.0,11.0,175.0,0.0,195524854.181064,655008000000.0,70239.74
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,144.0,229.0,8387584.0,65536.0,5112847.0,340621.0,1.0,1.0,109613.0,8.0,2776.0,1.0,10000243.0,0.0,0.724,290.0,2.0,28.2,31.8,30.0,0.0,31.8,1.0,31.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,391.0,0.1,2.1,0.6,0.3,0.4,0.4,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,9.5,18.0,2.99833333333333,20.0,31.0,15.0,43.0,92.5,134.0,19.0,28.0,41.0,75.7859201388888,83.0,254.0,0.0,329544.0,970212.0,1718344.0,65536.0,3288576.0,7835648.0,6026909.01333333,8341760.0,0.0451562819882089,0.212059236783572,0.0,256424.0,842516.0,839134.673333333,1323198.0,2159728.0,0.0,0.0,2.00000000040745,116.99999999837,1.0,65236.0,0.0,274.0,0.0,0.0,0.0,122.744737907065,352.480820503783,110501.47
0.0,0.0,0.0,10025818.0,0.0,0.0,2.0,65236.0,274.0,300.0,5691392.0,65536.0,2857311.0,344005.0,1.0,4.0,161691.0,71.0,3585.0,2.0,9973038.0,0.126,0.338,1896.0,4.0,19.1,28.7,23.6,4.1,28.7,1.0,28.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0,0.1,2.5,0.5,0.3,0.4,0.4,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.75,19.0,14.6789473684211,21.0,30.0,4.0,9.0,17.25,36.0,9.0,26.0,31.0,30.7684210526316,35.0,46.0,0.0,877508.0,1477241.0,2908173.0,65536.0,2671872.0,3604480.0,3500145.17894737,4476928.0,0.248045677498467,0.299933510638298,0.0,284537.0,932556.0,1785670.08421053,4065612.0,4065612.0,0.0,0.0,0.999999996565748,74.9999999970896,1.0,65236.0,0.0,213.0,0.0,0.0,0.0,366.460979322395,795.96082755876,351647.684
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,16.0,229.0,8387584.0,65536.0,5433820.0,298650.0,1.0,1.0,73640.0,13.0,8328.0,2.0,10000243.0,0.0,0.322,628.0,2.0,14.8,19.3,17.0,0.0,19.3,1.0,19.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,306.0,0.1,11.5,0.9,1.5,0.5,0.5,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,10.0,5.42920353982301,12.0,15.0,12.0,25.0,30.0,46.0,13.0,20.0,29.0,30.5796460176991,41.0,51.0,0.0,519615.0,1178241.0,1458617.0,65536.0,4767232.0,8245248.0,6360131.96460177,8358912.0,0.133317287377074,0.171826838378069,0.0,265523.0,912551.0,808620.331858407,1152832.0,1980821.0,0.0,0.0,1.00000000384171,23.9999999976135,1.0,65236.0,0.0,220.0,0.0,0.0,0.0,244.873138597514,530.75352378425,248456.72
0.0,0.0,21.0,10347835.0,0.0,322016.0,18.0,65236.0,274.0,300.0,6149120.0,65536.0,3639897.0,302264.0,1.0,3.0,154127.0,35.0,3586.0,2.0,10268315.0,0.142,0.772,1059.0,4.0,16.5,25.6,20.9,4.4,25.6,1.0,25.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350.0,0.1,8.0,0.7,1.3,0.5,0.5,8.0,0.0,0.0,0.0,193.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,342.0,9.0,17.0,10.9946902654867,19.0,35.0,5.0,11.0,31.0,187.0,14.0,25.0,28.0,60.1762216236983,39.0,345.0,0.0,456100.0,574596.0,1941812.0,65536.0,2661376.0,4291584.0,4041490.57699115,6068224.0,0.0905326608471424,0.116780106937727,0.0,158064.0,322892.0,494298.396460177,749520.0,3346427.0,0.0,0.0,1.00000000384171,202.000000004773,0.0,65236.0,9.0,262.0,1.0,2.0,0.0,147.020641762114,699.551999965022,124303.367
0.0,0.0,0.0,10025819.0,0.0,0.0,5.0,65236.0,274.0,300.0,4466688.0,3072.0,2038899.0,288005.0,1.0,4.0,123589.0,62.0,3586.0,2.0,9971219.0,0.134,0.465,1656.0,4.0,12.9,21.7,16.8,4.1,18.6,1.0,18.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,261.0,0.1,9.0,0.8,1.0,0.6,0.6,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,-1.5,10.0,0.656019656019656,12.0,18.0,5.0,8.0,19.0,112.0,6.0,18.0,21.0,20.5535733361844,23.0,29.0,0.0,289140.0,603780.0,2062219.0,3072.0,777216.0,2287616.0,2035943.46928747,3140608.0,0.115598908492123,0.299701633165829,0.0,260308.0,686408.0,706768.081081081,865359.0,2685780.0,0.0,0.0,1.00000000384171,78.9999999979045,1.0,65236.0,0.0,218.0,0.0,0.0,0.0,284.915697859524,807.815999949511,231721.595
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,312.0,229.0,8381440.0,65536.0,5584327.0,274881.0,1.0,1.0,67484.0,15.0,11104.0,2.0,10000243.0,0.0,0.275,717.0,2.0,16.2,20.7,18.5,0.0,20.7,1.0,20.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,308.0,0.0,1.9,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,7.0,11.0,8.49880668257757,12.0,18.0,10.0,16.0,28.0,28.0,13.0,24.0,28.0,29.9856801909308,34.5,55.0,0.0,1203396.0,1331092.0,1893232.0,65536.0,4271104.0,7994368.0,6216879.96181384,8308736.0,0.164429798813402,0.188705440133572,0.0,691918.0,946616.0,816471.503579952,961190.0,1267244.0,0.0,0.0,0.999999996565748,24.0000000048894,1.0,65236.0,0.0,220.0,0.0,0.0,0.0,341.873670755547,678.802823489482,290920.233
0.0,0.0,0.0,10025819.0,0.0,0.0,355.0,39810.0,13.0,300.0,6289408.0,65536.0,4152512.0,337317.0,1.0,1.0,180351.0,6.0,3586.0,2.0,9714479.0,0.155,4.886,182.0,4.0,24.3,27.2,25.6,1.4,24.7,1.0,24.7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1015.0,0.1,7.9,0.6,0.6,0.5,0.5,14.0,0.0,0.0,0.0,1204.0,6.0,0.0,0.0,0.0,0.0,22.0,269.0,1695.0,-30.0,12.0,-190.418271383789,15.0,112.0,17.0,51.0,362.0,1665.0,0.0,33.0,62.0,126.026719133275,213.0,515.0,0.0,93299.0,131835.0,1904261.0,65536.0,2590720.0,5657600.0,4526296.90640394,6285312.0,0.0161484196922826,0.0252898342383785,0.0,58253.0,134747.0,521166.76085983,870271.0,2567898.0,0.0,0.999999996565748,2.00000000040745,108.000000000175,0.0,39810.0,93.0,595.0,4.0,0.0,0.0,403919413.394877,901952000000.0,16911.131
